LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 2015 (%),Unemployment Rate 2016 (%),Unemployment Rate 2017 (%),Unemployment Rate 2018 (%),Unemployment Rate 2019 (%),Pop 2015,Pop 2016,Pop 2017,Pop 2018,Pop 2019,GDP 2015,GDP 2016,GDP 2017,GDP 2018,GDP 2019,,,
CN0508300000000,5,83,"Logan County, AR",2016,"9,164","8,741",423,5.7,4.6,3.8,4,4.3,21729,21732,21739,21673,21466,38233,38309,38432,38971,39580,,,
CN0508500000000,5,85,"Lonoke County, AR",2016,"33,267","32,147","1,120",4.2,3.3,3.3,3.1,3.2,71359,71803,72778,73391,73309,38233,38309,38432,38971,39580,,,
CN0508700000000,5,87,"Madison County, AR",2016,"7,283","7,051",232,3.8,3.2,2.9,2.9,2.5,15705,16112,16299,16362,16576,38233,38309,38432,38971,39580,,,
CN0508900000000,5,89,"Marion County, AR",2016,"6,556","6,293",263,5.2,4,3.9,4.1,4,16215,16376,16429,16665,16694,38233,38309,38432,38971,39580,,,
CN0509100000000,5,91,"Miller County, AR",2016,"20,104","19,264",840,5,4.2,4.3,4.8,4.1,43792,43713,43736,43362,43257,38233,38309,38432,38971,39580,,,
CN0509300000000,5,93,"Mississippi County, AR",2016,"18,216","16,974","1,242",9,6.8,5.9,5.6,5.1,43729,42900,42112,41236,40651,38233,38309,38432,38971,39580,,,
CN0509500000000,5,95,"Monroe County, AR",2016,"2,888","2,746",142,6,4.8,4.3,4.2,4.3,7452,7205,7013,6880,6701,38233,38309,38432,38971,39580,,,
CN0509700000000,5,97,"Montgomery County, AR",2016,"3,068","2,904",164,6.7,5.1,4.8,4.7,4.6,9027,8936,8890,8910,8986,38233,38309,38432,38971,39580,,,
CN0509900000000,5,99,"Nevada County, AR",2016,"3,669","3,533",136,5,3.7,3.5,3.4,4,8508,8378,8309,8308,8252,38233,38309,38432,38971,39580,,,
CN0510100000000,5,101,"Newton County, AR",2016,"3,424","3,291",133,4.8,3.9,3.6,3.3,3.5,7846,7848,7815,7800,7753,38233,38309,38432,38971,39580,,,
CN0510300000000,5,103,"Ouachita County, AR",2016,"9,843","9,342",501,6.3,5,4.6,4.5,5.2,24316,24013,23817,23620,23382,38233,38309,38432,38971,39580,,,
CN0510500000000,5,105,"Perry County, AR",2016,"4,208","4,006",202,6.1,4.8,4.1,4.1,4.1,10307,10286,10346,10380,10455,38233,38309,38432,38971,39580,,,
CN0510700000000,5,107,"Phillips County, AR",2016,"6,715","6,316",399,7.6,5.9,5.8,6,6,19546,19050,18599,18054,17782,38233,38309,38432,38971,39580,,,
CN0510900000000,5,109,"Pike County, AR",2016,"4,184","4,003",181,5.8,4.2,4,4,3.9,10837,10826,10735,10666,10718,38233,38309,38432,38971,39580,,,
CN0511100000000,5,111,"Poinsett County, AR",2016,"10,214","9,778",436,5.6,4.3,4.1,3.8,3.4,24002,23974,24071,23903,23528,38233,38309,38432,38971,39580,,,
CN0511300000000,5,113,"Polk County, AR",2016,"8,197","7,795",402,5.8,4.9,4.5,4.1,4.2,20194,20145,20147,20019,19964,38233,38309,38432,38971,39580,,,
CN0511500000000,5,115,"Pope County, AR",2016,"29,303","27,945","1,358",5.3,4.6,4.4,4.4,4.3,63608,63897,63634,63594,64072,38233,38309,38432,38971,39580,,,
CN0511700000000,5,117,"Prairie County, AR",2016,"3,647","3,504",143,4.7,3.8,4.1,3.8,4.4,8299,8252,8248,8082,8062,38233,38309,38432,38971,39580,,,
CN0511900000000,5,119,"Pulaski County, AR",2016,"187,667","180,958","6,709",4.6,3.5,3.4,3.4,3.4,393576,394151,393280,391918,391911,38233,38309,38432,38971,39580,,,
CN0512100000000,5,121,"Randolph County, AR",2016,"6,459","6,155",304,7.1,4.6,4.1,3.9,3.9,17437,17444,17665,17970,17958,38233,38309,38432,38971,39580,,,
CN0512300000000,5,123,"St. Francis County, AR",2016,"8,890","8,425",465,7.2,5.2,5,5,5.2,26651,26347,25997,25509,24994,38233,38309,38432,38971,39580,,,
CN0512500000000,5,125,"Saline County, AR",2016,"56,518","54,736","1,782",4.1,3.1,3,3,2.8,116390,117656,119520,121074,122437,38233,38309,38432,38971,39580,,,
CN0512700000000,5,127,"Scott County, AR",2016,"4,463","4,295",168,4.8,3.7,3.5,3.6,3.4,10561,10332,10369,10339,10281,38233,38309,38432,38971,39580,,,
CN0512900000000,5,129,"Searcy County, AR",2016,"3,033","2,896",137,5.6,4.6,4.6,4.3,4.6,7835,7968,7927,7930,7881,38233,38309,38432,38971,39580,,,
CN0513100000000,5,131,"Sebastian County, AR",2016,"57,943","55,782","2,161",4.8,3.7,3.6,3.5,3.3,127385,127385,127786,127570,127827,38233,38309,38432,38971,39580,,,
CN0513300000000,5,133,"Sevier County, AR",2016,"5,676","5,394",282,6,4.8,4.5,4.5,4.8,17262,16971,17103,17061,17007,38233,38309,38432,38971,39580,,,
CN0513500000000,5,135,"Sharp County, AR",2016,"6,049","5,718",331,6.9,5.4,5,4.7,5,16808,17007,17147,17290,17442,38233,38309,38432,38971,39580,,,
CN0513700000000,5,137,"Stone County, AR",2016,"4,723","4,477",246,6.2,5.1,4.8,4.5,4.7,12386,12509,12520,12454,12506,38233,38309,38432,38971,39580,,,
CN0513900000000,5,139,"Union County, AR",2016,"16,407","15,501",906,6.1,5.5,5.3,5.4,5.2,40086,39879,39460,39139,38682,38233,38309,38432,38971,39580,,,
CN0514100000000,5,141,"Van Buren County, AR",2016,"6,076","5,652",424,6.7,6.9,5.5,5.2,5,16808,16669,16552,16635,16545,38233,38309,38432,38971,39580,,,
CN0514300000000,5,143,"Washington County, AR",2016,"119,518","116,259","3,259",3.5,2.8,2.6,2.6,2.4,224434,228482,232732,236611,239187,38233,38309,38432,38971,39580,,,
CN0514500000000,5,145,"White County, AR",2016,"34,158","32,373","1,785",6.2,5.2,4.5,4.3,4.5,78915,78917,78844,78381,78753,38233,38309,38432,38971,39580,,,
CN0514700000000,5,147,"Woodruff County, AR",2016,"3,000","2,835",165,6.4,5.5,4.8,4.7,5.3,6706,6600,6575,6466,6320,38233,38309,38432,38971,39580,,,
CN0514900000000,5,149,"Yell County, AR",2016,"8,804","8,411",393,5.1,4.5,4,4.1,4,21506,21502,21509,21462,21341,38233,38309,38432,38971,39580,,,
CN0600100000000,6,1,"Alameda County, CA",2016,"837,917","802,387","35,530",4.7,4.3,3.7,3.1,2.9,1634538,1650950,1660196,1666756,1671329,62403,63853,66331,68970,70662,,,
CN0600300000000,6,3,"Alpine County, CA",2016,556,520,36,7.3,6.3,6,4.6,5.1,1077,1047,1111,1089,1129,62403,63853,66331,68970,70662,,,
CN0600500000000,6,5,"Amador County, CA",2016,"14,646","13,784",862,6.6,5.9,5,4.1,3.8,37031,37429,38529,39405,39752,62403,63853,66331,68970,70662,,,
CN0600700000000,6,7,"Butte County, CA",2016,"102,319","95,626","6,693",7.2,6.6,5.8,5.1,5.1,224631,226231,228696,230339,219186,62403,63853,66331,68970,70662,,,
CN0600900000000,6,9,"Calaveras County, CA",2016,"20,914","19,737","1,177",6.4,5.7,4.7,4.1,3.8,44965,45322,45681,45698,45905,62403,63853,66331,68970,70662,,,
CN0601100000000,6,11,"Colusa County, CA",2016,"10,887","9,196","1,691",15.4,15.6,14.2,13.3,12.8,21231,21496,21579,21418,21547,62403,63853,66331,68970,70662,,,
CN0601300000000,6,13,"Contra Costa County, CA",2016,"556,454","531,815","24,639",5,4.5,3.8,3.2,3.1,1124405,1137268,1145535,1150519,1153526,62403,63853,66331,68970,70662,,,
CN0601500000000,6,15,"Del Norte County, CA",2016,"9,806","9,075",731,8.5,7.5,6.4,5.7,5.7,27190,27382,27351,27740,27812,62403,63853,66331,68970,70662,,,
CN0601700000000,6,17,"El Dorado County, CA",2016,"89,737","85,190","4,547",5.7,5.1,4.4,3.7,3.5,184569,185976,188679,190746,192843,62403,63853,66331,68970,70662,,,
CN0601900000000,6,19,"Fresno County, CA",2016,"446,228","404,134","42,094",10.2,9.5,8.5,7.6,7.2,969488,976830,985238,991950,999101,62403,63853,66331,68970,70662,,,
CN0602100000000,6,21,"Glenn County, CA",2016,"13,091","12,016","1,075",8.7,8.3,7.5,6.6,6.1,27753,27840,27926,27967,28393,62403,63853,66331,68970,70662,,,
CN0602300000000,6,23,"Humboldt County, CA",2016,"62,674","59,614","3,060",5.6,4.9,4.2,3.6,3.6,135102,136290,136507,136244,135558,62403,63853,66331,68970,70662,,,
CN0602500000000,6,25,"Imperial County, CA",2016,"76,863","58,784","18,079",24.5,24.1,19.5,18.9,18.3,178937,180179,181649,181523,181215,62403,63853,66331,68970,70662,,,
CN0602700000000,6,27,"Inyo County, CA",2016,"8,984","8,514",470,5.8,5.3,4.4,3.9,3.5,18108,17922,17868,17946,18039,62403,63853,66331,68970,70662,,,
CN0602900000000,6,29,"Kern County, CA",2016,"389,091","348,922","40,169",10.2,10.4,9.2,8.1,7.7,876031,880856,887356,893758,900202,62403,63853,66331,68970,70662,,,
CN0603100000000,6,31,"Kings County, CA",2016,"57,183","51,484","5,699",10.5,10,8.9,7.9,7.9,150085,149382,149665,151382,152940,62403,63853,66331,68970,70662,,,
CN0603300000000,6,33,"Lake County, CA",2016,"29,378","27,427","1,951",7.6,6.7,5.8,5.3,5,64260,63903,64111,64317,64386,62403,63853,66331,68970,70662,,,
CN0603500000000,6,35,"Lassen County, CA",2016,"10,517","9,793",724,7.2,6.9,5.5,4.8,4.6,31256,30721,30920,30618,30573,62403,63853,66331,68970,70662,,,
CN0603700000000,6,37,"Los Angeles County, CA",2016,"5,043,254","4,778,759","264,495",6.6,5.3,4.8,4.6,4.4,10085416,10105708,10103711,10073906,10039107,62403,63853,66331,68970,70662,,,
CN0603900000000,6,39,"Madera County, CA",2016,"61,468","55,836","5,632",10.5,9.2,8.1,7.1,6.9,153576,153956,155423,156882,157327,62403,63853,66331,68970,70662,,,
CN0604100000000,6,41,"Marin County, CA",2016,"141,059","136,492","4,567",3.6,3.3,2.9,2.4,2.3,260916,260562,259749,259662,258826,62403,63853,66331,68970,70662,,,
CN0604300000000,6,43,"Mariposa County, CA",2016,"7,552","7,031",521,7.1,6.9,5.8,5.4,4.6,17622,17456,17414,17405,17203,62403,63853,66331,68970,70662,,,
CN0604500000000,6,45,"Mendocino County, CA",2016,"39,865","37,782","2,083",5.8,5.3,4.5,4,4,87107,87285,87576,87401,86749,62403,63853,66331,68970,70662,,,
CN0604700000000,6,47,"Merced County, CA",2016,"115,037","102,981","12,056",11.4,10.6,9.4,8.4,8.1,266353,267628,271096,274151,277680,62403,63853,66331,68970,70662,,,
CN0604900000000,6,49,"Modoc County, CA",2016,"3,327","3,067",260,8.5,7.8,8.1,7.6,7.1,9056,8961,8876,8800,8841,62403,63853,66331,68970,70662,,,
CN0605100000000,6,51,"Mono County, CA",2016,"8,406","7,958",448,6.1,5.4,4.4,4.1,3.7,14077,14273,14354,14403,14444,62403,63853,66331,68970,70662,,,
CN0605300000000,6,53,"Monterey County, CA",2016,"220,414","203,752","16,662",8.1,7.7,7.2,6.4,6.2,430552,433953,434534,433950,434061,62403,63853,66331,68970,70662,,,
CN0605500000000,6,55,"Napa County, CA",2016,"73,426","70,299","3,127",4.6,4.3,3.6,3,2.8,140862,140840,139878,138789,137744,62403,63853,66331,68970,70662,,,
CN0605700000000,6,57,"Nevada County, CA",2016,"48,419","46,120","2,299",5.4,4.8,4.1,3.5,3.3,98676,98913,99367,99508,99755,62403,63853,66331,68970,70662,,,
CN0605900000000,6,59,"Orange County, CA",2016,"1,602,371","1,538,026","64,345",4.5,4,3.5,3,2.8,3149280,3164986,3174289,3175973,3175692,62403,63853,66331,68970,70662,,,
CN0606100000000,6,61,"Placer County, CA",2016,"179,819","171,836","7,983",5.1,4.5,3.9,3.2,3.1,372841,378943,385115,392330,398329,62403,63853,66331,68970,70662,,,
CN0606300000000,6,63,"Plumas County, CA",2016,"7,873","7,114",759,10.3,9.7,8.9,7.6,7.7,18427,18665,18660,18741,18807,62403,63853,66331,68970,70662,,,
CN0606500000000,6,65,"Riverside County, CA",2016,"1,051,815","988,033","63,782",6.7,6.1,5.3,4.5,4.2,2345816,2380081,2414964,2445789,2470546,62403,63853,66331,68970,70662,,,
CN0606700000000,6,67,"Sacramento County, CA",2016,"697,427","660,109","37,318",6,5.4,4.7,3.9,3.7,1493674,1510987,1527301,1538746,1552058,62403,63853,66331,68970,70662,,,
CN0606900000000,6,69,"San Benito County, CA",2016,"29,790","27,774","2,016",7.6,6.7,5.8,5.1,5,58216,59225,60164,61467,62808,62403,63853,66331,68970,70662,,,
CN0607100000000,6,71,"San Bernardino County, CA",2016,"935,579","882,181","53,398",6.4,5.8,4.9,4.1,3.8,2115411,2131960,2150945,2166753,2180085,62403,63853,66331,68970,70662,,,
CN0607300000000,6,73,"San Diego County, CA",2016,"1,570,422","1,496,954","73,468",5.2,4.7,4,3.4,3.2,3280850,3306089,3321237,3333861,3338330,62403,63853,66331,68970,70662,,,
CN0607500000000,6,75,"San Francisco County/city, CA",2016,"559,788","541,582","18,206",3.6,3.3,2.9,2.4,2.2,863010,871512,878040,880696,881549,62403,63853,66331,68970,70662,,,
CN0607700000000,6,77,"San Joaquin County, CA",2016,"319,187","293,458","25,729",8.9,8.1,7,6.1,5.9,722271,732809,743296,752491,762148,62403,63853,66331,68970,70662,,,
CN0607900000000,6,79,"San Luis Obispo County, CA",2016,"140,365","134,383","5,982",4.7,4.3,3.6,3,2.9,280077,281803,282481,283354,283111,62403,63853,66331,68970,70662,,,
CN0608100000000,6,81,"San Mateo County, CA",2016,"448,587","435,151","13,436",3.4,3,2.7,2.3,2,765055,767906,768901,768681,766573,62403,63853,66331,68970,70662,,,
CN0608300000000,6,83,"Santa Barbara County, CA",2016,"216,625","205,779","10,846",5.3,5.1,4.5,4,3.7,442229,444340,445298,445780,446499,62403,63853,66331,68970,70662,,,
CN0608500000000,6,85,"Santa Clara County, CA",2016,"1,026,525","987,905","38,620",4.1,3.8,3.2,2.7,2.5,1916285,1928368,1932510,1932337,1927852,62403,63853,66331,68970,70662,,,
CN0608700000000,6,87,"Santa Cruz County, CA",2016,"144,525","134,554","9,971",7.5,7,5.7,5,4.7,273503,274396,274856,273841,273213,62403,63853,66331,68970,70662,,,
CN0608900000000,6,89,"Shasta County, CA",2016,"74,700","69,533","5,167",7.8,7,5.8,5,4.7,178314,178571,179384,179709,180080,62403,63853,66331,68970,70662,,,
CN0609100000000,6,91,"Sierra County, CA",2016,"1,349","1,247",102,8.7,7.6,6.5,6.1,5.4,2985,2951,3002,2997,3005,62403,63853,66331,68970,70662,,,
CN0609300000000,6,93,"Siskiyou County, CA",2016,"17,917","16,402","1,515",9.4,8.5,7.3,6.8,6.5,43254,43376,43622,43550,43539,62403,63853,66331,68970,70662,,,
CN0609500000000,6,95,"Solano County, CA",2016,"207,882","196,527","11,355",6.1,5.5,4.8,4,3.7,433409,438858,443511,445725,447643,62403,63853,66331,68970,70662,,,
CN0609700000000,6,97,"Sonoma County, CA",2016,"260,479","250,183","10,296",4.5,4,3.4,2.8,2.7,500863,502547,502469,498643,494336,62403,63853,66331,68970,70662,,,
CN0609900000000,6,99,"Stanislaus County, CA",2016,"244,500","223,655","20,845",9.5,8.6,7.5,6.5,6,533211,539255,544717,548126,550660,62403,63853,66331,68970,70662,,,
CN0610100000000,6,101,"Sutter County, CA",2016,"45,327","40,980","4,347",10.7,9.7,8.7,7.7,7.3,95282,95742,96204,96348,96971,62403,63853,66331,68970,70662,,,
CN0610300000000,6,103,"Tehama County, CA",2016,"25,201","23,413","1,788",7.9,7.1,6.4,5.8,5.5,63158,63453,63847,64018,65084,62403,63853,66331,68970,70662,,,
CN0610500000000,6,105,"Trinity County, CA",2016,"5,067","4,709",358,7.8,7.1,6.2,5.8,5.5,13094,12828,12726,12567,12285,62403,63853,66331,68970,70662,,,
CN0610700000000,6,107,"Tulare County, CA",2016,"205,909","183,282","22,627",11.6,11.2,10.4,9.8,9.6,457161,459235,462308,464589,466195,62403,63853,66331,68970,70662,,,
CN0610900000000,6,109,"Tuolumne County, CA",2016,"21,858","20,513","1,345",7,6.2,5.4,4.7,4.5,53615,53770,53976,54387,54478,62403,63853,66331,68970,70662,,,
CN0611100000000,6,111,"Ventura County, CA",2016,"427,785","405,636","22,149",5.6,5.2,4.5,3.8,3.6,845802,847323,849044,848142,846006,62403,63853,66331,68970,70662,,,
CN0611300000000,6,113,"Yolo County, CA",2016,"106,271","100,125","6,146",6.5,5.9,5.1,4.3,4.1,212037,215627,218477,220118,220500,62403,63853,66331,68970,70662,,,
CN0611500000000,6,115,"Yuba County, CA",2016,"28,319","25,908","2,411",9.3,8.6,7.4,6.5,6.1,74045,74952,76578,77557,78668,62403,63853,66331,68970,70662,,,
CN0800100000000,8,1,"Adams County, CO",2016,"253,515","244,325","9,190",4.4,3.6,3,3.3,2.9,490443,497734,503590,511354,517421,56724,57184,58728,59930,61311,,,
CN0800300000000,8,3,"Alamosa County, CO",2016,"7,906","7,580",326,5.2,4,3.4,3.9,3.6,15894,16053,16108,16248,16233,56724,57184,58728,59930,61311,,,
CN0800500000000,8,5,"Arapahoe County, CO",2016,"341,904","331,217","10,687",3.7,3.1,2.8,3.1,2.7,630984,638950,644478,651797,656590,56724,57184,58728,59930,61311,,,
CN0800700000000,8,7,"Archuleta County, CO",2016,"6,313","6,102",211,4.1,3.3,3,3.3,3.2,12387,12825,13295,13730,14029,56724,57184,58728,59930,61311,,,
CN0800900000000,8,9,"Baca County, CO",2016,"2,119","2,082",37,2,1.7,1.6,1.8,1.7,3555,3530,3554,3584,3581,56724,57184,58728,59930,61311,,,
CN0801100000000,8,11,"Bent County, CO",2016,"1,852","1,794",58,4,3.1,2.8,3.1,2.9,5889,5833,5827,5808,5577,56724,57184,58728,59930,61311,,,
CN0801300000000,8,13,"Boulder County, CO",2016,"180,909","176,017","4,892",3.2,2.7,2.4,2.7,2.4,318027,321250,322441,324636,326196,56724,57184,58728,59930,61311,,,
CN0801400000000,8,14,"Broomfield County/city, CO",2016,"36,455","35,384","1,071",3.3,2.9,2.6,2.8,2.4,64866,66513,68263,69324,70465,56724,57184,58728,59930,61311,,,
CN0801500000000,8,15,"Chaffee County, CO",2016,"8,779","8,542",237,3.4,2.6,2.3,2.6,2.4,18612,19110,19666,20041,20356,56724,57184,58728,59930,61311,,,
CN0801700000000,8,17,"Cheyenne County, CO",2016,"1,068","1,043",25,2.7,2.2,1.8,1.8,1.6,1827,1850,1853,1859,1831,56724,57184,58728,59930,61311,,,
CN0801900000000,8,19,"Clear Creek County, CO",2016,"5,681","5,499",182,3.7,3.2,2.6,2.9,2.5,9244,9353,9574,9604,9700,56724,57184,58728,59930,61311,,,
CN0802100000000,8,21,"Conejos County, CO",2016,"3,783","3,597",186,5.7,4.9,4.1,4.1,3.6,8065,8050,8139,8181,8205,56724,57184,58728,59930,61311,,,
CN0802300000000,8,23,"Costilla County, CO",2016,"1,707","1,623",84,6.4,4.8,3.5,4.3,3.9,3576,3693,3756,3812,3887,56724,57184,58728,59930,61311,,,
CN0802500000000,8,25,"Crowley County, CO",2016,"1,385","1,335",50,4.4,3.5,3.1,4.2,4.3,5628,5285,5840,5957,6061,56724,57184,58728,59930,61311,,,
CN0802700000000,8,27,"Custer County, CO",2016,"1,993","1,930",63,3.5,3.1,3,3.6,3,4434,4588,4857,4934,5068,56724,57184,58728,59930,61311,,,
CN0802900000000,8,29,"Delta County, CO",2016,"13,868","13,172",696,5.7,4.9,3.9,3.9,3.3,29913,30346,30519,30884,31162,56724,57184,58728,59930,61311,,,
CN0803100000000,8,31,"Denver County/city, CO",2016,"384,331","372,228","12,103",3.7,3.1,2.7,3.1,2.7,683285,696159,704961,716265,727211,56724,57184,58728,59930,61311,,,
CN0803300000000,8,33,"Dolores County, CO",2016,"1,055","1,013",42,3.2,3.9,2.9,2.8,3,1981,2056,2045,2060,2055,56724,57184,58728,59930,61311,,,
CN0803500000000,8,35,"Douglas County, CO",2016,"176,472","171,714","4,758",3.1,2.7,2.4,2.7,2.4,322025,328219,335816,342989,351154,56724,57184,58728,59930,61311,,,
CN0803700000000,8,37,"Eagle County, CO",2016,"33,651","32,716",935,3.2,2.7,2.3,2.6,2.2,53865,54541,54929,54943,55127,56724,57184,58728,59930,61311,,,
CN0803900000000,8,39,"Elbert County, CO",2016,"13,714","13,350",364,3.2,2.6,2.4,2.7,2.2,24630,25157,25765,26303,26729,56724,57184,58728,59930,61311,,,
CN0804100000000,8,41,"El Paso County, CO",2016,"314,872","302,948","11,924",4.6,3.8,3.2,3.8,3.3,674001,688277,700099,712089,720403,56724,57184,58728,59930,61311,,,
CN0804300000000,8,43,"Fremont County, CO",2016,"14,595","13,827",768,6.2,5.2,4.2,5,4.6,46282,46976,47548,47959,47839,56724,57184,58728,59930,61311,,,
CN0804500000000,8,45,"Garfield County, CO",2016,"30,819","29,722","1,097",4.2,3.5,2.9,3.1,2.7,57698,58785,59032,59701,60061,56724,57184,58728,59930,61311,,,
CN0804700000000,8,47,"Gilpin County, CO",2016,"3,471","3,386",85,3.1,2.4,2,2.4,2.3,5805,5914,6018,6112,6243,56724,57184,58728,59930,61311,,,
CN0804900000000,8,49,"Grand County, CO",2016,"9,105","8,857",248,3.2,2.7,2.2,2.6,2.1,14726,15179,15364,15511,15734,56724,57184,58728,59930,61311,,,
CN0805100000000,8,51,"Gunnison County, CO",2016,"10,088","9,855",233,3,2.3,2,2.4,2.1,16104,16414,16863,17167,17462,56724,57184,58728,59930,61311,,,
CN0805300000000,8,53,"Hinsdale County, CO",2016,442,432,10,3.2,2.5,2.3,2.7,3.7,764,788,791,808,820,56724,57184,58728,59930,61311,,,
CN0805500000000,8,55,"Huerfano County, CO",2016,"2,489","2,329",160,7.8,6.3,5.7,6.4,5.7,6404,6580,6628,6887,6897,56724,57184,58728,59930,61311,,,
CN0805700000000,8,57,"Jackson County, CO",2016,885,861,24,3.7,2.7,1.8,2.6,2.3,1353,1358,1375,1395,1392,56724,57184,58728,59930,61311,,,
CN0805900000000,8,59,"Jefferson County, CO",2016,"316,062","306,619","9,443",3.5,3,2.6,2.9,2.5,564888,571413,575417,579392,582881,56724,57184,58728,59930,61311,,,
CN0806100000000,8,61,"Kiowa County, CO",2016,858,840,18,2.7,2,1.7,1.8,1.6,1384,1342,1365,1379,1406,56724,57184,58728,59930,61311,,,
CN0806300000000,8,63,"Kit Carson County, CO",2016,"4,471","4,375",96,2.4,2.1,1.7,2,1.7,8215,7626,7137,7159,7097,56724,57184,58728,59930,61311,,,
CN0806500000000,8,65,"Lake County, CO",2016,"4,572","4,440",132,3.9,2.9,2.1,2.6,2.3,7442,7590,7750,7846,8127,56724,57184,58728,59930,61311,,,
CN0806700000000,8,67,"La Plata County, CO",2016,"30,743","29,842",901,3.5,2.9,2.4,2.9,2.5,54687,55316,55563,56299,56221,56724,57184,58728,59930,61311,,,
CN0806900000000,8,69,"Larimer County, CO",2016,"187,235","181,929","5,306",3.3,2.8,2.4,2.7,2.4,333303,338984,344084,350660,356899,56724,57184,58728,59930,61311,,,
CN0807100000000,8,71,"Las Animas County, CO",2016,"6,155","5,838",317,5.6,5,4,4.5,3.9,14043,14073,14201,14508,14506,56724,57184,58728,59930,61311,,,
CN0807300000000,8,73,"Lincoln County, CO",2016,"2,268","2,209",59,3.4,2.5,2.1,2.4,2.3,5543,5551,5523,5606,5701,56724,57184,58728,59930,61311,,,
CN0807500000000,8,75,"Logan County, CO",2016,"10,992","10,658",334,3.1,2.9,2.3,2.7,2.4,22472,22435,22317,22268,22409,56724,57184,58728,59930,61311,,,
CN0807700000000,8,77,"Mesa County, CO",2016,"71,959","68,077","3,882",5.6,5.3,3.9,3.9,3.4,148025,149736,151170,152951,154210,56724,57184,58728,59930,61311,,,
CN0807900000000,8,79,"Mineral County, CO",2016,463,453,10,3.6,2.2,1.9,2.5,2.3,744,756,753,772,769,56724,57184,58728,59930,61311,,,
CN0808100000000,8,81,"Moffat County, CO",2016,"7,156","6,867",289,4.6,4,3.3,3.6,3.4,12939,13144,13088,13183,13283,56724,57184,58728,59930,61311,,,
CN0808300000000,8,83,"Montezuma County, CO",2016,"12,638","12,002",636,5.7,5,3.9,4.6,4.2,25716,25994,26112,26152,26183,56724,57184,58728,59930,61311,,,
CN0808500000000,8,85,"Montrose County, CO",2016,"19,984","19,142",842,5.1,4.1,3.3,3.6,3.1,40562,41151,41753,42206,42758,56724,57184,58728,59930,61311,,,
CN0808700000000,8,87,"Morgan County, CO",2016,"14,975","14,445",530,3.8,3.5,2.4,2.8,2.6,28252,28199,28295,28769,29068,56724,57184,58728,59930,61311,,,
CN0808900000000,8,89,"Otero County, CO",2016,"8,124","7,736",388,5.8,4.7,4.1,4.9,4.1,18182,18266,18345,18338,18278,56724,57184,58728,59930,61311,,,
CN0809100000000,8,91,"Ouray County, CO",2016,"2,134","2,052",82,4.3,3.7,2.8,3.4,2.9,4608,4789,4813,4822,4952,56724,57184,58728,59930,61311,,,
